id	filename	md5	size	state
71ed1a40-df49-49a3-9697-857f4b05f8c0	71ed1a40-df49-49a3-9697-857f4b05f8c0/SPANS_p_TCGA_Batch60_62_Expr_HT_HG-U133A_24-HTA_G07_691968.level3.data.txt	651d8bb747216719792a1311da9bfbe7	279549	validated
7394c1de-0d4c-438a-aa42-cd7d0128c5ae	7394c1de-0d4c-438a-aa42-cd7d0128c5ae/DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_F02_543672.level3.data.txt	a0b6cdbfde329561cca9798f7ca6fb33	279596	validated
76acda28-5951-4d91-bb65-cb8cbdae6e5d	76acda28-5951-4d91-bb65-cb8cbdae6e5d/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_A06_588160.level3.data.txt	1a44ef6d10982b774be47d42d5d0269a	279596	validated
76f74ec6-8c40-49f4-8124-5b53ab4efb0e	76f74ec6-8c40-49f4-8124-5b53ab4efb0e/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_C04_616706.level3.data.txt	d44b51c8985393b383f5d51794afc097	279509	validated
78d10729-7858-4d57-9c6b-45ad38cc4234	78d10729-7858-4d57-9c6b-45ad38cc4234/DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E09_543704.level3.data.txt	17680cf5ef033dceaa89c9d1d400acde	279650	validated
794fb642-019f-47b9-b6f1-12771abec211	794fb642-019f-47b9-b6f1-12771abec211/SPANS_p_TCGA_Batch60_62_Expr_HT_HG-U133A_24-HTA_F05_691874.level3.data.txt	ac4401dcd67c85a979c58516cc42e434	279568	validated
799ba324-5087-40ee-8ece-f22e4cf522be	799ba324-5087-40ee-8ece-f22e4cf522be/DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_B11_543714.level3.data.txt	7a6cfe35aa0cac8837afff15cd9e80c8	279564	validated
7a6374d2-5e39-47bc-9490-7e4663c151f0	7a6374d2-5e39-47bc-9490-7e4663c151f0/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_D09_588226.level3.data.txt	7259750051ce11c752c23fcf0b93298f	279562	validated
7a76b52f-6d90-405e-935f-06db6d4529d4	7a76b52f-6d90-405e-935f-06db6d4529d4/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_C12_616724.level3.data.txt	4d2cc15471b796bf2012e9893645c86c	279603	validated
7ad449cb-9002-4ebd-bec6-ac0324fa553d	7ad449cb-9002-4ebd-bec6-ac0324fa553d/SPANS_p_TCGA_Batch60_62_Expr_HT_HG-U133A_24-HTA_H05_691924.level3.data.txt	80023e884189001f65e5b7e782ff8bc4	279540	validated
7c544d97-0d16-437c-96f1-244c429c394a	7c544d97-0d16-437c-96f1-244c429c394a/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_C10_588334.level3.data.txt	b7d5e478698b91ec94dc7fcc28d94cd3	279550	validated
7d8094a7-3fa7-4d7c-8017-4dad74c99f53	7d8094a7-3fa7-4d7c-8017-4dad74c99f53/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_C11_616722.level3.data.txt	74535dec7ebe2c5a7a8837790b9d797b	279608	validated
7faaa53e-81cf-4c3a-b5ad-5b8338a5793e	7faaa53e-81cf-4c3a-b5ad-5b8338a5793e/SPANS_p_TCGA_Batch60_62_Expr_HT_HG-U133A_24-HTA_F07_692012.level3.data.txt	de9f78d1ef7df4c36481e59e3dbbf474	279604	validated
82a6b4b9-22d1-45e3-b0c7-eff9bea6a1cc	82a6b4b9-22d1-45e3-b0c7-eff9bea6a1cc/CALIX_p_MM_TCGA_TOPG_AM_0708_HT_HG-U133A_96-HTA_C03_616708.level3.data.txt	2f108a94f7dd899658dbf8db1beb8a1c	279630	validated
83c80be4-b697-4403-a955-97e6d75d727a	83c80be4-b697-4403-a955-97e6d75d727a/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_D11_588230.level3.data.txt	527089ffa84c7170fce2ac4e583da58b	279622	validated
8ac64fe1-dc96-4069-a220-bb6d3a41d8a0	8ac64fe1-dc96-4069-a220-bb6d3a41d8a0/SOCKS_p_TCGA_31_38_RX14_HT_HG-U133A_96-HTA_C04_588280.level3.data.txt	7a6d8ea9c7f286c2369323710632bdff	279636	validated
8b4342ca-cff6-4f95-aceb-f37ba845bed7	8b4342ca-cff6-4f95-aceb-f37ba845bed7/DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_E10_543694.level3.data.txt	f82747c14a5a33dd47e095385b0d35b1	279640	validated
8c4221b9-a940-4f9a-aaeb-1a51aa907fe0	8c4221b9-a940-4f9a-aaeb-1a51aa907fe0/SPANS_p_TCGA_Batch60_62_Expr_HT_HG-U133A_24-HTA_G05_692000.level3.data.txt	a9c760c1af06289b1387b2b0d0f8a349	279567	validated
